id,brand,model,date,year,display_size_inches,display_size_inches_scale,internal_memory_in_gb,internal_memory_in_gb_scale,primary_camera_mega_pixel,primary_camera_mega_pixel_scale,primary_camera,loud_speaker,gps,colors,approx_price_eur,approx_price_eur_scale,announced,battery_mah,battery_mah_scale,ram_in_gb,ram_in_gb_scale
alcatel Pixi 4 Plus Power,alcatel,Pixi 4 Plus Power,2016-10-01,2016.0,5.5,0.20060915423739348,8.0,-0.5755952629817532,8.0,-0.5836510874783918,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White| Blue| Orange| Green,,,2016  September,5000.0,2.0079296385909715,1.0,-0.33800768815695953
alcatel Fierce 4,alcatel,Fierce 4,2016-08-01,2016.0,5.5,0.20060915423739348,16.0,-0.32885240004927585,8.0,-0.5836510874783918,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,80.0,-1.0457823239714081,2016  August,2500.0,-0.3734960463218029,2.0,-0.12251921162841899
alcatel X1,alcatel,X1,2016-06-01,2016.0,5.0,-0.2538279384727618,16.0,-0.32885240004927585,13.0,0.5592173485022539,13 MP| f/2.2| autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,White| Black,250.0,-0.08423126158576894,2015  December,2150.0,-0.7068956422095913,2.0,-0.12251921162841899
alcatel Pixi 4 (5),alcatel,Pixi 4 (5),2016-06-01,2016.0,5.0,-0.2538279384727618,8.0,-0.5755952629817532,8.0,-0.5836510874783918,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,60.0,-1.1589059783697186,2016  June,2000.0,-0.8497811833043578,1.0,-0.33800768815695953
alcatel Flash Plus 2,alcatel,Flash Plus 2,2016-05-01,2016.0,5.5,0.20060915423739348,16.0,-0.32885240004927585,13.0,0.5592173485022539,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Venus Gold| Luna Silver,140.0,-0.7064113607764767,2016  May,3000.0,0.10278909066075198,2.0,-0.12251921162841899
alcatel POP 7 LTE,alcatel,POP 7 LTE,2016-04-01,2016.0,7.0,1.5639204323678593,8.0,-0.5755952629817532,5.0,-1.269372149066779,5 MP,Yes with stereo speakers (4 speakers),Yes,White,130.0,-0.762973187975632,2016  April,3240.0,0.3314059564123783,1.0,-0.33800768815695953
alcatel Pop 4S,alcatel,Pop 4S,2016-09-01,2016.0,5.5,0.20060915423739348,16.0,-0.32885240004927585,13.0,0.5592173485022539,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Various,150.0,-0.6498495335773214,2016  February,2960.0,0.06468627970214759,2.0,-0.12251921162841899
alcatel Pop 4+,alcatel,Pop 4+,2016-09-01,2016.0,5.5,0.20060915423739348,16.0,-0.32885240004927585,8.0,-0.5836510874783918,8 MP| f/2.0| autofocus| LED flash,Yes,Yes with A-GPS,Various,110.0,-0.8760968423739425,2016  February,2500.0,-0.3734960463218029,5.0,0.5239462179572026
alcatel Pop 4,alcatel,Pop 4,2016-09-01,2016.0,5.0,-0.2538279384727618,8.0,-0.5755952629817532,8.0,-0.5836510874783918,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,80.0,-1.0457823239714081,2016  February,2500.0,-0.3734960463218029,1.0,-0.33800768815695953
alcatel Idol 4s Windows,alcatel,Idol 4s Windows,2016-09-01,2016.0,5.5,0.20060915423739348,64.0,1.1516047775455889,21.0,2.387806846071287,21 MP| phase detection autofocus| dual-LED (dual tone) flash,Yes with stereo speakers,Yes with A-GPS,Halo Gold,440.0,0.9904434551981809,2016  Q3,3000.0,0.10278909066075198,4.0,0.3084577414286621
alcatel Idol 4s,alcatel,Idol 4s,2016-07-01,2016.0,5.5,0.20060915423739348,32.0,0.16463332581567908,16.0,1.2449384100906413,16 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes with stereo speakers,Yes with A-GPS,Gold| Dark Gray| Rose Gold| Metal Silver,350.0,0.4813870104057836,2016  February,3000.0,0.10278909066075198,3.0,0.09296926490012156
alcatel Idol 4,alcatel,Idol 4,2016-06-01,2016.0,5.2,-0.07205310138869954,16.0,-0.32885240004927585,13.0,0.5592173485022539,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes with stereo speakers,Yes with A-GPS,Gold| Dark Gray| Rose Gold| Metal Silver,250.0,-0.08423126158576894,2016  February,2610.0,-0.2687133161856408,2.0,-0.12251921162841899
alcatel Fierce XL (Windows),alcatel,Fierce XL (Windows),2016-02-01,2016.0,5.5,0.20060915423739348,16.0,-0.32885240004927585,8.0,-0.5836510874783918,8 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Light Blue,,,2016  January,2500.0,-0.3734960463218029,2.0,-0.12251921162841899
alcatel CareTime,alcatel,CareTime,2016-09-01,2016.0,0.95,-3.9347683894250194,,,,,,Yes,Yes with A-GPS,Blue| Orange,,,2016  January,380.0,-2.3929450271278356,,
alcatel Pixi 4 (7),alcatel,Pixi 4 (7),2016-09-01,2016.0,7.0,1.5639204323678593,8.0,-0.5755952629817532,2.0,-1.9550932106551666,2 MP,Yes,Yes with A-GPS,Various,80.0,-1.0457823239714081,2016  January,2580.0,-0.29729042440459413,1.0,-0.33800768815695953
alcatel Pixi 4 (6) 3G,alcatel,Pixi 4 (6) 3G,2016-06-01,2016.0,6.0,0.6550462469475488,8.0,-0.5755952629817532,13.0,0.5592173485022539,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Silver| Black| Gold,120.0,-0.8195350151747872,2016  June,2580.0,-0.29729042440459413,1.0,-0.33800768815695953
alcatel Pixi 4 (6),alcatel,Pixi 4 (6),2016-06-01,2016.0,6.0,0.6550462469475488,8.0,-0.5755952629817532,8.0,-0.5836510874783918,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,100.0,-0.9326586695730977,2016  January,2580.0,-0.29729042440459413,1.0,-0.33800768815695953
alcatel Pixi 4 (4),alcatel,Pixi 4 (4),2016-09-01,2016.0,4.0,-1.1627021238930724,4.0,-0.698966694447992,2.0,-1.9550932106551666,2 MP or 5 MP| LED flash,Yes,Yes with A-GPS,Various,60.0,-1.1589059783697186,2016  January,1500.0,-1.3260663202869127,0.4980544747081712,-0.44617116470241375
alcatel Pixi 4 (3.5),alcatel,Pixi 4 (3.5),2016-09-01,2016.0,3.5,-1.6171392166032277,4.0,-0.698966694447992,2.0,-1.9550932106551666,2 MP| LED flash,Yes,Yes with A-GPS (optional),Various,,,2016  January,1300.0,-1.5165803750799347,0.4980544747081712,-0.44617116470241375
alcatel Pixi 3 (8) LTE,alcatel,Pixi 3 (8) LTE,2016-02-01,2016.0,8.0,2.47279461778817,8.0,-0.5755952629817532,5.0,-1.269372149066779,5 MP,Yes,Yes with A-GPS,Smoky Grey| Soft Gold| White,,,2016  February,4060.0,1.1125135810637683,1.0,-0.33800768815695953
alcatel Pop 3 (5.5),alcatel,Pop 3 (5.5),2016-04-01,2016.0,5.5,0.20060915423739348,8.0,-0.5755952629817532,5.0,-1.269372149066779,5 MP or 8 MP or 13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,120.0,-0.8195350151747872,2016  February,2910.0,0.017057766003892097,1.0,-0.33800768815695953
alcatel Pop 3 (5),alcatel,Pop 3 (5),2015-12-01,2015.0,5.0,-0.035183533822671566,8.0,-0.38904700533904973,5.0,-0.9202902712774985,5 MP or 8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,110.0,-0.28531820122718005,2015  Q4,1800.0,-0.7332247503254763,1.0,-0.5262752219775801
alcatel Fierce XL,alcatel,Fierce XL,2015-11-01,2015.0,5.5,0.35757245449587327,16.0,-0.03393246666373137,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,White,130.0,-0.2377898193396733,2015  October,2500.0,0.01172039501113123,2.0,0.3929227995971684
alcatel Flash 2,alcatel,Flash 2,2015-09-01,2015.0,5.0,-0.035183533822671566,16.0,-0.03393246666373137,13.0,0.7965152410185075,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Volcanic Grey| Mica White,230.0,-0.00014790990213953486,2015  September,3000.0,0.5438240702515651,2.0,0.3929227995971684
alcatel Idol 3C,alcatel,Idol 3C,2015-12-01,2015.0,5.5,0.35757245449587327,16.0,-0.03393246666373137,13.0,0.7965152410185075,13 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Various,,,2015  September,2910.0,0.448045408708287,2.0,0.3929227995971684
alcatel Pixi First,alcatel,Pixi First,2015-12-01,2015.0,4.0,-0.8206955104597612,4.0,-0.5666042746767089,5.0,-0.9202902712774985,5 MP| LED flash,Yes,Yes with A-GPS,Various,,,2015  September,1450.0,-1.1056973229937799,0.4980544747081712,-0.9876625557641271
alcatel Pop Up,alcatel,Pop Up,2015-12-01,2015.0,5.0,-0.035183533822671566,16.0,-0.03393246666373137,13.0,0.7965152410185075,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,,,2015  September,2000.0,-0.5203832802293027,2.0,0.3929227995971684
alcatel Pop Star LTE,alcatel,Pop Star LTE,2015-12-01,2015.0,5.0,-0.035183533822671566,8.0,-0.38904700533904973,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,,,2015  September,2000.0,-0.5203832802293027,1.0,-0.5262752219775801
alcatel Pop Star,alcatel,Pop Star,2015-12-01,2015.0,5.0,-0.035183533822671566,8.0,-0.38904700533904973,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,,,2015  September,2000.0,-0.5203832802293027,1.0,-0.5262752219775801
alcatel Go Play,alcatel,Go Play,2015-12-01,2015.0,5.0,-0.035183533822671566,8.0,-0.38904700533904973,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,,,2015  September,2500.0,0.01172039501113123,1.0,-0.5262752219775801
alcatel Flash Plus,alcatel,Flash Plus,2015-05-01,2015.0,5.5,0.35757245449587327,16.0,-0.03393246666373137,13.0,0.7965152410185075,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Slate/Gold,130.0,-0.2377898193396733,2015  May,3500.0,1.075927745491999,2.0,0.3929227995971684
alcatel Pop Astro,alcatel,Pop Astro,2015-04-01,2015.0,4.5,-0.4279395221412164,4.0,-0.5666042746767089,5.0,-0.9202902712774985,5 MP| LED flash,Yes,Yes with A-GPS,White,130.0,-0.2377898193396733,2015  April,2000.0,-0.5203832802293027,1.0,-0.5262752219775801
alcatel Flash,alcatel,Flash,2014-09-01,2014.0,5.5,0.3858390517458158,8.0,-0.23375313240519174,13.0,1.2186622452958227,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Slate/white,,,2014  September,3200.0,0.7266591359528476,1.0,-0.21347151189090316
alcatel Idol 3 (5.5),alcatel,Idol 3 (5.5),2015-06-01,2015.0,5.5,0.35757245449587327,16.0,-0.03393246666373137,13.0,0.7965152410185075,13 MP| f/2.0| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Various,250.0,0.04738047198536722,2015  March,2910.0,0.448045408708287,2.0,0.3929227995971684
alcatel Idol 3 (4.7),alcatel,Idol 3 (4.7),2015-06-01,2015.0,4.7,-0.2708371268137983,8.0,-0.38904700533904973,13.0,0.7965152410185075,13 MP| f/2.0| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Various,200.0,-0.07144048273339966,2015  March,2000.0,-0.5203832802293027,5.0,3.150516864321414
alcatel Orange Klif,alcatel,Orange Klif,2015-05-01,2015.0,3.5,-1.213451498778306,0.4980544747081712,-0.7220532458867218,2.0,-1.5640923383885008,2 MP| LED flash,Yes,Yes with A-GPS,Black,,,2015  March,1300.0,-1.26532842556591,0.2490272373540856,-1.2165678996582279
alcatel Pixi 3 (5.5) LTE,alcatel,Pixi 3 (5.5) LTE,2015-10-01,2015.0,5.5,0.35757245449587327,8.0,-0.38904700533904973,5.0,-0.9202902712774985,5 MP or 8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Volcano Black| White| Amber Orange| Tango Red| Neon Pink| Laser Yellow| Vivid Green| Sharp Blue| Metallic Silver,120.0,-0.2615540102834267,2015  March,2800.0,0.33098260015539155,1.0,-0.5262752219775801
alcatel Pixi 3 (5.5),alcatel,Pixi 3 (5.5),2015-10-01,2015.0,5.5,0.35757245449587327,8.0,-0.38904700533904973,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Volcano Black| White| Amber Orange| Tango Red| Neon Pink| Laser Yellow| Vivid Green| Sharp Blue| Metallic Silver,,,2015  March,2910.0,0.448045408708287,1.0,-0.5262752219775801
alcatel Pixi 3 (8) 3G,alcatel,Pixi 3 (8) 3G,2014-08-01,2014.0,8.0,2.1084790690139537,4.0,-0.5190876908062221,2.0,-1.4885513474247511,2 MP,Yes,Yes with A-GPS,Yellow| Blue| Red| Black| White,100.0,-0.29063064824938184,2015  March,3240.0,0.7593905129508655,1.0,-0.21347151189090316
alcatel Pixi 3 (7) LTE,alcatel,Pixi 3 (7) LTE,2015-08-01,2015.0,7.0,1.5358404194515076,4.0,-0.5666042746767089,2.0,-1.5640923383885008,2 MP,Yes,Yes with A-GPS,Yellow| Blue| Red| Pink,130.0,-0.2377898193396733,2015  March,2820.0,0.35226674716500894,1.0,-0.5262752219775801
alcatel Pixi 3 (7) 3G,alcatel,Pixi 3 (7) 3G,2015-05-01,2015.0,7.0,1.5358404194515076,4.0,-0.5666042746767089,2.0,-1.5640923383885008,2 MP,Yes,Yes with A-GPS,Yellow| Blue| Red| Pink,100.0,-0.3090823921709334,2015  March,2820.0,0.35226674716500894,0.4980544747081712,-0.9876625557641271
alcatel POP 10,alcatel,POP 10,2015-04-01,2015.0,9.6,3.5781715587079406,8.0,-0.38904700533904973,5.0,-0.9202902712774985,5 MP,Yes,Yes with A-GPS,White| Dark grey,250.0,0.04738047198536722,2015  January,4600.0,2.2465558310209537,1.0,-0.5262752219775801
alcatel Pixi 3 (5),alcatel,Pixi 3 (5),2015-08-01,2015.0,5.0,-0.035183533822671566,4.0,-0.5666042746767089,5.0,-0.9202902712774985,5 MP or 8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,80.0,-0.35661077405844016,2015  January,1800.0,-0.7332247503254763,0.4980544747081712,-0.9876625557641271
alcatel Pixi 3 (4.5),alcatel,Pixi 3 (4.5),2015-05-01,2015.0,4.5,-0.4279395221412164,4.0,-0.5666042746767089,5.0,-0.9202902712774985,5 MP or 8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,60.0,-0.40413915594594696,2015  January,1400.0,-1.1589076905178233,0.4980544747081712,-0.9876625557641271
alcatel Pixi 3 (4),alcatel,Pixi 3 (4),2015-03-01,2015.0,4.0,-0.8206955104597612,4.0,-0.5666042746767089,2.0,-1.5640923383885008,2 MP or 5 MP| LED flash,Yes,Yes with A-GPS,Various,50.0,-0.42790334688970033,2015  January,1400.0,-1.1589076905178233,0.4980544747081712,-0.9876625557641271
alcatel Pixi 3 (3.5) Firefox,alcatel,Pixi 3 (3.5) Firefox,2015-05-01,2015.0,3.5,-1.213451498778306,0.4980544747081712,-0.7220532458867218,2.0,-1.5640923383885008,2 MP /LED flash (optional),Yes,Yes with A-GPS (optional),Various,40.0,-0.4516675378334537,2015  January,1300.0,-1.26532842556591,0.4980544747081712,-0.9876625557641271
alcatel Pixi 3 (3.5),alcatel,Pixi 3 (3.5),2015-02-01,2015.0,3.5,-1.213451498778306,4.0,-0.5666042746767089,2.0,-1.5640923383885008,2 MP /LED flash (optional),Yes,Yes with A-GPS (optional),Various,,,2015  January,1300.0,-1.26532842556591,0.4980544747081712,-0.9876625557641271
alcatel Pop D3,alcatel,Pop D3,2014-09-01,2014.0,4.0,-0.647744958615067,4.0,-0.5190876908062221,5.0,-0.7502203675918675,5 MP| LED flash,Yes,Yes with A-GPS,Midnight Blue| Dark Chocolate| Dark Aubergine| White| Red| Yellow| Orange| Green| Purple,130.0,-0.21667015914315985,2014  August,1400.0,-0.7462528289579562,0.4980544747081712,-0.6842955717047648
alcatel Pop D1,alcatel,Pop D1,2014-09-01,2014.0,3.5,-0.9922729620686945,4.0,-0.5190876908062221,2.0,-1.4885513474247511,2 MP,Yes,Yes with A-GPS,Midnight Blue| Dark Chocolate| Dark Aubergine| White| Red| Yellow| Orange| Green| Purple,80.0,-0.3399376409868632,2014  August,1300.0,-0.8280812714530008,0.4980544747081712,-0.6842955717047648
alcatel Pop Icon,alcatel,Pop Icon,2014-10-01,2014.0,5.0,0.04131104829218819,4.0,-0.5190876908062221,5.0,-0.7502203675918675,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,120.0,-0.2413236555119005,2014  September,2000.0,-0.25528217398768827,1.0,-0.21347151189090316
alcatel Fire C 2G,alcatel,Fire C 2G,2014-10-01,2014.0,3.5,-0.9922729620686945,0.2490272373540856,-0.7866582300071883,3.0,-1.24244102081379,1.3 MP,Yes,No,Bluish Black| Dark Chocolate,30.0,-0.46320512283056653,2014  October,1000.0,-1.0735665989381347,0.1245136186770428,-1.0346762673801968
alcatel Pop 2 (5) Premium,alcatel,Pop 2 (5) Premium,2015-05-01,2015.0,5.0,-0.035183533822671566,8.0,-0.38904700533904973,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,White| Volcano Black| Full White,,,2014  September,2500.0,0.01172039501113123,1.0,-0.5262752219775801
alcatel Pop 2 (5),alcatel,Pop 2 (5),2015-05-01,2015.0,5.0,-0.035183533822671566,8.0,-0.38904700533904973,5.0,-0.9202902712774985,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black/White| Platinum Silver| Ash Gray| Volcano Black,,,2014  September,2500.0,0.01172039501113123,1.0,-0.5262752219775801
alcatel Pop 2 (4),alcatel,Pop 2 (4),2015-05-01,2015.0,4.0,-0.8206955104597612,4.0,-0.5666042746767089,15.0,1.225716619092509,3.15 MP| LED flash,Yes,Yes with A-GPS,Full White| Black/White| Ash Gray| Volcano Black,,,2014  September,2000.0,-0.5203832802293027,0.4980544747081712,-0.9876625557641271
alcatel Pop 2 (4.5) Dual SIM,alcatel,Pop 2 (4.5) Dual SIM,2014-12-01,2014.0,4.5,-0.30321695516143937,8.0,-0.23375313240519174,5.0,-0.7502203675918675,5 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Lemon Yellow| Lavender| Jade Green| Cozy Red| Aqua Blue| White| Platinum Silver| Ash Gray| Volcano Black,180.0,-0.09340267729945649,2014  September,2000.0,-0.25528217398768827,1.0,-0.21347151189090316
alcatel Pop 2 (4.5),alcatel,Pop 2 (4.5),2014-12-01,2014.0,4.5,-0.30321695516143937,8.0,-0.23375313240519174,5.0,-0.7502203675918675,5 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Lemon Yellow| Lavender| Jade Green| Cozy Red| Aqua Blue| White| Platinum Silver| Ash Gray| Volcano Black,130.0,-0.21667015914315985,2014  September,2000.0,-0.25528217398768827,1.0,-0.21347151189090316
alcatel Fierce 2,alcatel,Fierce 2,2014-09-01,2014.0,5.0,0.04131104829218819,4.0,-0.5190876908062221,5.0,-0.7502203675918675,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,90.0,-0.3152841446181225,2014  August,,,1.0,-0.21347151189090316
alcatel Evolve 2,alcatel,Evolve 2,2014-10-01,2014.0,4.0,-0.647744958615067,4.0,-0.5190876908062221,5.0,-0.7502203675918675,5 MP| LED flash,Yes,Yes with A-GPS,Black,60.0,-0.38924463372434454,2014  October,1400.0,-0.7462528289579562,0.4980544747081712,-0.6842955717047648
alcatel POP 8S,alcatel,POP 8S,2014-12-01,2014.0,8.0,2.1084790690139537,8.0,-0.23375313240519174,5.0,-0.7502203675918675,5 MP| autofocus,Yes,Yes,White| Black/ color back panels,250.0,0.07917179728172818,2014  September,4100.0,1.4631151184082494,1.0,-0.21347151189090316
alcatel Hero 8,alcatel,Hero 8,2014-12-01,2014.0,8.0,2.1084790690139537,32.0,1.4782542180009905,5.0,-0.7502203675918675,5 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Dark Gray,280.0,0.1531322863879502,2014  September,4060.0,1.4303837414102316,2.0,0.7245268088235345
alcatel Hero 2,alcatel,Hero 2,2014-09-01,2014.0,6.0,0.7303670551994433,16.0,0.336915984396869,1.0,-1.7346616740357124,13.1 MP| OIS| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Dark Gray,460.0,0.5968952210252823,2014  September,3100.0,0.6448306934578029,2.0,0.7245268088235345
alcatel Pixi 2,alcatel,Pixi 2,2014-05-01,2014.0,3.5,-0.9922729620686945,4.0,-0.5190876908062221,2.0,-1.4885513474247511,2 MP,Yes,Yes with A-GPS,Full White| Bluish Black,80.0,-0.3399376409868632,2014  May,1300.0,-0.8280812714530008,0.4980544747081712,-0.6842955717047648
alcatel Pop D5,alcatel,Pop D5,2014-09-01,2014.0,4.5,-0.30321695516143937,4.0,-0.5190876908062221,5.0,-0.7502203675918675,5 MP| LED flash,Yes,Yes with A-GPS,Black/White| Platinum Silver| Ash Gray| Volcano Black,100.0,-0.29063064824938184,2014  August,1800.0,-0.41893905897777756,0.4980544747081712,-0.6842955717047648
alcatel Pop C2,alcatel,Pop C2,2014-07-01,2014.0,4.0,-0.647744958615067,4.0,-0.5190876908062221,15.0,1.710882898517745,3.15 MP,Yes,Yes with A-GPS,Bluish Black| Pure White,40.0,-0.4385516264618258,2014  July,1300.0,-0.8280812714530008,0.4980544747081712,-0.6842955717047648
alcatel POP 7S,alcatel,POP 7S,2014-06-01,2014.0,7.0,1.4194230621066986,4.0,-0.5190876908062221,3.0,-1.24244102081379,3 MP,Yes,Yes,White| Black/ color back panels,190.0,-0.06874918093071582,2014  January,3240.0,0.7593905129508655,1.0,-0.21347151189090316
alcatel Pop S9,alcatel,Pop S9,2014-06-01,2014.0,5.9,0.6614614545087181,8.0,-0.23375313240519174,8.0,-0.011889387758983688,8 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Midnight Blue| Dark Chocolate| Dark Aubergine| White/ purple| green| red| orange| yellow back panels,280.0,0.1531322863879502,2014  February,3400.0,0.8903160209429368,1.0,-0.21347151189090316
alcatel Pop S7,alcatel,Pop S7,2014-06-01,2014.0,5.0,0.04131104829218819,4.0,-0.5190876908062221,5.0,-0.7502203675918675,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Midnight Blue| Dark Chocolate| Dark Aubergine| White/ purple| green| red| orange| yellow back panels,140.0,-0.19201666277441917,2014  February,3000.0,0.5630022509627582,1.0,-0.21347151189090316
alcatel Pop S3,alcatel,Pop S3,2014-06-01,2014.0,4.0,-0.647744958615067,4.0,-0.5190876908062221,5.0,-0.7502203675918675,5 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Midnight Blue| Dark  Chocolate| Dark Aubergine| White| Red|  Orange| Yellow| Green| Purple,120.0,-0.2413236555119005,2014  February,2000.0,-0.25528217398768827,1.0,-0.21347151189090316
alcatel Fire S,alcatel,Fire S,2014-02-01,2014.0,4.5,-0.30321695516143937,4.0,-0.5190876908062221,5.0,-0.7502203675918675,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,,,2014  February,2000.0,-0.25528217398768827,1.0,-0.21347151189090316
alcatel Fire E,alcatel,Fire E,2014-09-01,2014.0,4.5,-0.30321695516143937,4.0,-0.5190876908062221,5.0,-0.7502203675918675,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Slate| Dark Chocolate| Mozilla Orange,70.0,-0.36459113735560383,2014  February,1700.0,-0.5007675014728222,0.4980544747081712,-0.6842955717047648
