id,brand,model,date,year,display_size_inches,internal_memory_in_gb,primary_camera_mega_pixel,primary_camera,loud_speaker,gps,colors,approx_price_eur,battery_mah,ram_in_gb,weight,weight_g,weight_oz
Samsung Ch@t 322,Samsung,Ch@t 322,2010-11-01,2010.0,2.2,,3.0,,Yes,No,"Black, White, Pink",60.0,1000.0,,95 g (3.35 oz),95.0,3.35
Samsung E1252,Samsung,E1252,2010-10-01,2010.0,2.0,,,,Yes,No,"Black, White",30.0,1000.0,,76.7 g (2.68 oz),76.7,2.68
Samsung Breeze B209,Samsung,Breeze B209,2011-01-01,2011.0,1.52,,,,Yes,No,Black,20.0,1000.0,,72.3 g (2.54 oz),72.3,2.54
Samsung Hero Plus B159,Samsung,Hero Plus B159,2011-01-01,2011.0,1.52,,,,Yes,No,Black,30.0,800.0,,70 g (2.47 oz),70.0,2.47
Samsung W169 Duos,Samsung,W169 Duos,2010-01-01,2010.0,2.2,,,,Yes,No,Black,,1000.0,,110 g (3.88 oz),110.0,3.88
Samsung Mpower Muzik 219,Samsung,Mpower Muzik 219,2010-01-01,2010.0,1.7,,,,"Yes, with stereo speakers",No,Black,,1000.0,,88 g (3.10 oz),88.0,3.1
Samsung Mpower Txt M369,Samsung,Mpower Txt M369,2010-01-01,2010.0,2.2,,2.0,,Yes,No,Black,,1000.0,,102.3 g (3.60 oz),102.3,3.6
Samsung Mpower TV S239,Samsung,Mpower TV S239,2010-01-01,2010.0,2.4,,3.0,,Yes,No,Black,,960.0,,87 g (3.07 oz),87.0,3.07
Samsung E1225 Dual Sim Shift,Samsung,E1225 Dual Sim Shift,2010-01-01,2010.0,1.8,,,,Yes,No,Black,50.0,800.0,,72.4 g (2.54 oz),72.4,2.54
Samsung Guru E1081T,Samsung,Guru E1081T,2010-01-01,2010.0,1.43,,,,Yes,No,Black,,800.0,,64.5 g (2.26 oz),64.5,2.26
Samsung I8700 Omnia 7,Samsung,I8700 Omnia 7,2010-10-01,2010.0,4.0,,5.0,LED flash,Yes,"Yes, with A-GPS",Black,150.0,1500.0,,138.2 g (4.87 oz),138.2,4.87
Samsung S5750 Wave575,Samsung,S5750 Wave575,2010-10-01,2010.0,3.2,,15.0,,Yes,"Yes, with A-GPS",Black,120.0,1200.0,,100 g (3.53 oz),100.0,3.53
Samsung S8530 Wave II,Samsung,S8530 Wave II,2010-11-01,2010.0,3.7,,5.0,LED flash,Yes,"Yes, with A-GPS, Samsung Mobile Navigator",Ebony Gray,120.0,1500.0,,135 g (4.76 oz),135.0,4.76
Samsung M210S Wave2,Samsung,M210S Wave2,2011-02-01,2011.0,3.7,,5.0,LED flash,Yes,"Yes, with A-GPS, Samsung Mobile Navigator","Ebony Gray, Platinum Silver, Elegant Pink",80.0,1500.0,,137 g (4.83 oz),137.0,4.83
Samsung Galaxy Tab T-Mobile T849,Samsung,Galaxy Tab T-Mobile T849,2010-11-01,2010.0,7.0,,15.0,LED flash,"Yes, with stereo speakers","Yes, with A-GPS",Black,270.0,4000.0,,380 g (13.40 oz),380.0,13.4
Samsung P1000 Galaxy Tab,Samsung,P1000 Galaxy Tab,2010-10-01,2010.0,7.0,,15.0,LED flash,"Yes, with stereo speakers","Yes, with A-GPS",Black and Grey,150.0,4000.0,,380 g (13.40 oz),380.0,13.4
Samsung Galaxy Tab CDMA P100,Samsung,Galaxy Tab CDMA P100,2010-09-01,2010.0,7.0,,15.0,LED flash,"Yes, with stereo speakers","Yes, with A-GPS",Black on White,150.0,4000.0,,380 g (13.40 oz),380.0,13.4
Samsung Galaxy Tab 4G LTE,Samsung,Galaxy Tab 4G LTE,2011-07-01,2011.0,7.0,,5.0,LED flash,"Yes, with stereo speakers","Yes, with A-GPS",Black,240.0,4000.0,,380 g (13.40 oz),380.0,13.4
Samsung T249,Samsung,T249,2010-09-01,2010.0,,,3.0,,Yes,No,Black,100.0,800.0,,91 g (3.21 oz),91.0,3.21
Samsung R580 Profile,Samsung,R580 Profile,2010-11-01,2010.0,2.4,,2.0,,Yes,"Yes, with A-GPS",Black,90.0,1140.0,,108 g (3.81 oz),108.0,3.81
Samsung R570 Messenger III,Samsung,R570 Messenger III,2010-11-01,2010.0,2.4,,3.0,,Yes,No,Black,110.0,1140.0,,105 g (3.70 oz),105.0,3.7
Samsung I909 Galaxy S,Samsung,I909 Galaxy S,2010-10-01,2010.0,4.0,,5.0,,Yes,"Yes, with A-GPS",Black,200.0,1500.0,,123 g (4.34 oz),123.0,4.34
Samsung A200K Nori F,Samsung,A200K Nori F,2010-01-01,2010.0,2.8,,15.0,,Yes,No,"Indigo Blue, Festival Orange, French Blue, Fuchsia Pink",50.0,880.0,,108.6 g (3.81 oz),108.6,3.81
Samsung A220 F Nori,Samsung,A220 F Nori,2010-12-01,2010.0,3.0,,15.0,,Yes,"Yes, with A-GPS","Biege, Pink, Blue",60.0,1000.0,,-,,
Samsung M130K Galaxy K,Samsung,M130K Galaxy K,2010-12-01,2010.0,3.7,,5.0,,Yes,"Yes, with A-GPS",Black and Grey,180.0,1500.0,,131 g (4.62 oz),131.0,4.62
Samsung Mesmerize i500,Samsung,Mesmerize i500,2010-10-01,2010.0,4.0,,5.0,LED flash,Yes,"Yes, with A-GPS",Black and Grey,100.0,1500.0,,117.9 g (4.13 oz),117.9,4.13
Samsung M920 Transform,Samsung,M920 Transform,2010-10-01,2010.0,3.5,,15.0,LED flash,Yes,"Yes, with A-GPS",Black,120.0,1500.0,,152 g (5.36 oz),152.0,5.36
Samsung R360 Freeform II,Samsung,R360 Freeform II,2010-10-01,2010.0,2.2,,3.0,,Yes,"Yes, with A-GPS; MetroNavigator GPS",Black,40.0,1000.0,,108 g (3.81 oz),108.0,3.81
Samsung Guru Dual 26,Samsung,Guru Dual 26,,,2.0,,,,Yes,No,Black,,,,-,,
Samsung Galaxy 551,Samsung,Galaxy 551,2010-12-01,2010.0,3.2,,15.0,,Yes,"Yes, with A-GPS",Black,90.0,1200.0,,117 g (4.13 oz),117.0,4.13
Samsung Xcover 271,Samsung,Xcover 271,2010-10-01,2010.0,2.0,,2.0,,Yes,"Yes, with A-GPS; Google Maps","Black, Blue",110.0,1300.0,,115 g (4.06 oz),115.0,4.06
Samsung R900 Craft,Samsung,R900 Craft,2010-09-01,2010.0,3.3,,15.0,Dual-LED flash,Yes,"Yes, with A-GPS; MetroNavigator",Black,100.0,1500.0,,106 g (3.74 oz),106.0,3.74
Samsung S7230E Wave 723,Samsung,S7230E Wave 723,2010-10-01,2010.0,3.2,,5.0,LED flash,Yes,"Yes, with A-GPS","Black, White/La Fleur edition",130.0,1200.0,,113.8 g / 99.5 g (3.99 oz),113.8,3.99
Samsung C3750,Samsung,C3750,2010-11-01,2010.0,2.4,,15.0,,Yes,No,Metallic gray,90.0,800.0,,89 g (3.14 oz),89.0,3.14
Samsung C3752,Samsung,C3752,2011-01-01,2011.0,2.4,,15.0,,Yes,No,Metallic gray,100.0,900.0,,92.7 g (3.25 oz),92.7,3.25
Samsung M130L Galaxy U,Samsung,M130L Galaxy U,2010-09-01,2010.0,3.7,,5.0,,Yes,"Yes, with A-GPS","White, Black",220.0,1500.0,,131 g (4.62 oz),131.0,4.62
Samsung E2152,Samsung,E2152,2010-09-01,2010.0,2.0,,,,Yes,No,Black,60.0,1000.0,,80.4 g (2.82 oz),80.4,2.82
Samsung S5530,Samsung,S5530,2010-08-01,2010.0,2.2,,15.0,,Yes,No,Black,90.0,800.0,,96 g (3.49 oz),96.0,3.49
Samsung U360 Gusto,Samsung,U360 Gusto,2010-08-01,2010.0,2.0,,,,Yes,A-GPS only; VZ Navigator,Black,80.0,1000.0,,93 g (3.28 oz),93.0,3.28
Samsung Fascinate,Samsung,Fascinate,2010-09-01,2010.0,4.0,,5.0,LED flash,Yes,"Yes, with A-GPS, VZ Navigator","Black, Grey, White",120.0,1500.0,,116 g (4.09 oz),116.0,4.09
Samsung Vibrant,Samsung,Vibrant,2010-08-01,2010.0,4.0,,5.0,,Yes,"Yes, with A-GPS",Black and Grey,150.0,1500.0,,"117,9 (4.13 oz)",117.0,4.13
Samsung A927 Flight II,Samsung,A927 Flight II,2010-08-01,2010.0,3.0,,2.0,,Yes,A-GPS only; AT&T Navigator,Grey,110.0,,,99 g (3.49 oz),99.0,3.49
Samsung T669 Gravity T,Samsung,T669 Gravity T,2010-06-01,2010.0,,,2.0,,Yes,A-GPS only; Google Maps,Black,120.0,1000.0,,120 g (4.23 oz),120.0,4.23
Samsung T479 Gravity 3,Samsung,T479 Gravity 3,2010-06-01,2010.0,,,2.0,,Yes,A-GPS only; Google Maps,Black,130.0,1000.0,,123 g (4.34 oz),123.0,4.34
Samsung :) Smiley,Samsung,:) Smiley,2010-06-01,2010.0,,,3.0,,Yes,A-GPS only; Google Maps,Black/Blue,130.0,1000.0,,112.8 g (3.95 oz),112.8,3.95
Samsung C5010 Squash,Samsung,C5010 Squash,2010-09-01,2010.0,2.0,,3.0,,Yes,No,Black,80.0,800.0,,81 g (2.86 oz),81.0,2.86
Samsung i897 Captivate,Samsung,i897 Captivate,2010-07-01,2010.0,4.0,,5.0,,Yes,"Yes, with A-GPS",Black and Grey,170.0,1500.0,,118 g (4.16 oz),118.0,4.16
Samsung B7350 Omnia PRO 4,Samsung,B7350 Omnia PRO 4,2010-10-01,2010.0,2.62,,15.0,,Yes,"Yes, with A-GPS",Black,150.0,1500.0,,122 g (4.30 oz),122.0,4.3
Samsung B6520 Omnia PRO 5,Samsung,B6520 Omnia PRO 5,2010-10-01,2010.0,2.4,,2.0,,Yes,"Yes, with A-GPS",Black,170.0,1500.0,,111 g (3.92 oz),111.0,3.92
Samsung U320 Haven,Samsung,U320 Haven,2010-07-01,2010.0,2.2,,,,Yes,E911 call only,Black,90.0,1000.0,,99 g (3.49 oz),99.0,3.49
Samsung U460 Intensity II,Samsung,U460 Intensity II,2010-07-01,2010.0,2.2,,3.0,,Yes,A-GPS only; VZ Navigator,"Deep Gray, Metallic Blue",100.0,1000.0,,116 g (4.09 oz),116.0,4.09
Samsung M350 Seek,Samsung,M350 Seek,2010-05-01,2010.0,2.6,,3.0,,Yes,No,"Blue, Red, Pink",130.0,1500.0,,109 g (3.84 oz),109.0,3.84
Samsung Epic 4G,Samsung,Epic 4G,2010-09-01,2010.0,4.0,,5.0,LED flash,Yes,"Yes, with A-GPS",Black,200.0,1500.0,,155 g (5.47 oz),155.0,5.47
Samsung Acclaim,Samsung,Acclaim,2010-07-01,2010.0,3.2,,15.0,LED flash,Yes,"Yes, with A-GPS",Blue,170.0,1500.0,,130 g (4.59 oz),130.0,4.59
Samsung Intercept,Samsung,Intercept,2010-07-01,2010.0,3.2,,15.0,,Yes,"Yes, with A-GPS","Gray Steel, Satin Pink",150.0,1500.0,,139 g (4.90 oz),139.0,4.9
Samsung R360 Messenger Touch,Samsung,R360 Messenger Touch,2010-05-01,2010.0,2.6,,2.0,,Yes,No,Black,90.0,1000.0,,108 g (3.81 oz),108.0,3.81
Samsung i225 Exec,Samsung,i225 Exec,2010-04-01,2010.0,2.4,,2.0,,Yes,"Yes, with A-GPS",Black,120.0,1500.0,,105 g (3.70 oz),105.0,3.7
Samsung M570 Restore,Samsung,M570 Restore,2010-06-01,2010.0,2.66,,2.0,,Yes,"Yes, with A-GPS","Black, Green",110.0,1160.0,,122 g (4.30 oz),122.0,4.3
Samsung R351 Freeform,Samsung,R351 Freeform,2009-08-01,2009.0,2.2,,3.0,,Yes,"Yes, with A-GPS","Black, Red",110.0,1000.0,,103 g (3.63 oz),103.0,3.63
Samsung T369,Samsung,T369,2010-07-01,2010.0,2.5,,3.0,,Yes,No,Black,100.0,1000.0,,112 g (3.95 oz),112.0,3.95
Samsung S5330 Wave533,Samsung,S5330 Wave533,2010-10-01,2010.0,3.2,,15.0,,Yes,"Yes, with A-GPS",Black,150.0,1200.0,,118 g (4.16 oz),118.0,4.16
Samsung S5250 Wave525,Samsung,S5250 Wave525,2010-10-01,2010.0,3.2,,15.0,,Yes,"Yes, with A-GPS","Black, White/La Fleur edition",120.0,1200.0,,100 g (3.53 oz),100.0,3.53
Samsung I5500 Galaxy 5,Samsung,I5500 Galaxy 5,2010-08-01,2010.0,2.8,,2.0,,Yes,"Yes, with A-GPS",Black,80.0,1200.0,,102 g (3.60 oz),102.0,3.6
Samsung I5801 Galaxy Apollo,Samsung,I5801 Galaxy Apollo,2010-07-01,2010.0,3.2,,15.0,,Yes,"Yes, with A-GPS","Black, White",140.0,1500.0,,113 g (3.99 oz),113.0,3.99
Samsung I5800 Galaxy 3,Samsung,I5800 Galaxy 3,2010-07-01,2010.0,3.2,,15.0,,Yes,"Yes, with A-GPS","Black, White",140.0,1500.0,,109 g (3.84 oz),109.0,3.84
Samsung B7722,Samsung,B7722,2010-06-01,2010.0,3.2,,5.0,LED flash,Yes,No,Black,150.0,1200.0,,112 g (3.95 oz),112.0,3.95
Samsung A847 Rugby II,Samsung,A847 Rugby II,2010-06-01,2010.0,2.2,,2.0,,Yes,A-GPS only; AT&T Navigator,Black,100.0,1300.0,,100 g (3.53 oz),100.0,3.53
Samsung C3300K Champ,Samsung,C3300K Champ,2010-06-01,2010.0,2.4,,3.0,,"Yes, with stereo speakers",No,"Deep black, Espresso brown, Sweet pink, Chic white",80.0,1000.0,,80 g (2.82 oz),80.0,2.82
Samsung W960 AMOLED 3D,Samsung,W960 AMOLED 3D,2010-07-01,2010.0,3.2,,2.0,,Yes,No,Black,220.0,1150.0,,120.6 g (4.23 oz),120.6,4.23
Samsung M110S Galaxy S,Samsung,M110S Galaxy S,2010-07-01,2010.0,4.0,,5.0,,Yes,"Yes, with A-GPS","Snow White, Black",220.0,1500.0,,121 g (4.27 oz),121.0,4.27
Samsung Galaxy A,Samsung,Galaxy A,2010-05-01,2010.0,3.7,,5.0,LED flash,Yes,"Yes, with A-GPS","Deep Black, Cream White",100.0,1500.0,,128 g (4.52 oz),128.0,4.52
Samsung I9000 Galaxy S,Samsung,I9000 Galaxy S,2010-06-01,2010.0,4.0,,5.0,,Yes,"Yes, with A-GPS","Black, White",120.0,1500.0,,119 g (4.20 oz),119.0,4.2
Samsung I6500U Galaxy,Samsung,I6500U Galaxy,2010-07-01,2010.0,3.2,,15.0,,Yes,"Yes, with A-GPS",Black,310.0,1500.0,,126 g (4.44 oz),126.0,4.44
Samsung S3370,Samsung,S3370,2010-05-01,2010.0,2.6,,3.0,,Yes,No,Black,90.0,1000.0,,86 g (3.03 oz),86.0,3.03
Samsung Metro TV,Samsung,Metro TV,2010-04-01,2010.0,2.0,,2.0,,Yes,No,Black,80.0,,,-,,
Samsung E1170,Samsung,E1170,2010-04-01,2010.0,1.52,,,,Yes,No,Black,30.0,1000.0,,72 g (2.54 oz),72.0,2.54
Samsung Corby TV F339,Samsung,Corby TV F339,2010-04-01,2010.0,2.8,,2.0,,Yes,No,"Jamaican Yellow, Cupid Pink, Minimal White, and Festival Orange; 2 Fashion Jackets",100.0,960.0,,92 g (3.25 oz),92.0,3.25
Samsung S3650W Corby,Samsung,S3650W Corby,2010-03-01,2010.0,2.8,,2.0,,Yes,No,"Jamaican Yellow, Cupid Pink, Minimal White, and Festival Orange; 2 Fashion Jackets",100.0,960.0,,93.2 g (3.28 oz),93.2,3.28
Samsung W9705,Samsung,W9705,2010-07-01,2010.0,2.4,,2.0,,No,"Yes, with A-GPS","Red on Black, Yellow on Black",70.0,1000.0,,135 g (4.76 oz),135.0,4.76
Samsung A687 Strive,Samsung,A687 Strive,2010-03-01,2010.0,2.6,,2.0,,Yes,A-GPS only; AT&T Navigator,Black,100.0,1000.0,,113.1 g (3.99 oz),113.1,3.99
Samsung A697 Sunburst,Samsung,A697 Sunburst,2010-03-01,2010.0,3.0,,2.0,,Yes,A-GPS only; AT&T Navigator,Black,120.0,1000.0,,87.3 g (3.07 oz),87.3,3.07
Samsung S8500 Wave,Samsung,S8500 Wave,2010-04-01,2010.0,3.3,,5.0,LED flash,Yes,"Yes, with A-GPS, Samsung Mobile Navigator",Ebony Gray,160.0,1500.0,,118 g (4.16 oz),118.0,4.16
Samsung I8520 Galaxy Beam,Samsung,I8520 Galaxy Beam,2010-07-01,2010.0,3.7,,8.0,LED flash,"Yes, with stereo speakers","Yes, with A-GPS",Black,260.0,1800.0,,156g (5.50 oz),156.0,5.5
Samsung B3410W Ch@t,Samsung,B3410W Ch@t,2010-05-01,2010.0,2.6,,2.0,,Yes,No,"Titan Gray, Romantic Pink",120.0,960.0,,113.7 g (3.99 oz),113.7,3.99
Samsung M3710 Corby Beat,Samsung,M3710 Corby Beat,2010-04-01,2010.0,2.8,,2.0,,Yes,No,"Black, Neon Blue",120.0,960.0,,97 g (3.42 oz),97.0,3.42
Samsung E2370 Xcover,Samsung,E2370 Xcover,2010-08-01,2010.0,1.77,,,,"Yes, with stereo speakers",No,"Red, Black",100.0,2000.0,,115 g (4.06 oz),115.0,4.06
Samsung E2550 Monte Slider,Samsung,E2550 Monte Slider,2010-07-01,2010.0,2.0,,3.0,,Yes,No,Black,80.0,800.0,,87.7 g (3.07 oz),87.7,3.07
Samsung C3200 Monte Bar,Samsung,C3200 Monte Bar,2010-07-01,2010.0,2.0,,2.0,,Yes,No,Black,60.0,1000.0,,77.3 g (2.72 oz),77.3,2.72
Samsung S5620 Monte,Samsung,S5620 Monte,2010-03-01,2010.0,3.0,,15.0,,Yes,"Yes, with A-GPS",Black,100.0,1000.0,,92 g (3.25 oz),92.0,3.25
Samsung S5550 Shark 2,Samsung,S5550 Shark 2,2010-03-01,2010.0,2.2,,5.0,LED flash,Yes,No,"Black, Pink",130.0,960.0,,99 g (3.49 oz),99.0,3.49
Samsung S3550 Shark 3,Samsung,S3550 Shark 3,2010-03-01,2010.0,2.0,,2.0,,Yes,No,"Black, White, Pink",80.0,800.0,,79 g (2.79 oz),79.0,2.79
Samsung S5350 Shark,Samsung,S5350 Shark,2010-03-01,2010.0,2.2,,15.0,,Yes,No,Black,80.0,900.0,,99.2 g (3.49 oz),99.2,3.49
Samsung E1150,Samsung,E1150,2010-02-01,2010.0,1.43,,,,Yes,No,"Black, Red, Silver",20.0,800.0,,72.5 g (2.54 oz),72.5,2.54
Samsung C6112,Samsung,C6112,2010-03-01,2010.0,2.4,,2.0,,Yes,No,"Black, Blue, Dark Red",90.0,960.0,,112 g (3.95 oz),112.0,3.95
Samsung M2520 Beat Techno,Samsung,M2520 Beat Techno,2010-03-01,2010.0,2.2,,3.0,,Yes,No,Black,90.0,800.0,,100 g (3.53 oz),100.0,3.53
Samsung C3510 Genoa,Samsung,C3510 Genoa,2010-01-01,2010.0,2.8,,3.0,,Yes,No,"Black, Pink",80.0,960.0,,92.2 g (3.25 oz),92.2,3.25
Samsung M5650 Lindy,Samsung,M5650 Lindy,2009-12-01,2009.0,2.8,,15.0,,Yes,No,"Black, Neon Blue",120.0,960.0,,98 g (3.46 oz),98.0,3.46
Samsung S7070 Diva,Samsung,S7070 Diva,2010-02-01,2010.0,2.8,,15.0,,Yes,No,"White, Black, Gold",150.0,960.0,,94 g (3.32 oz),94.0,3.32
Samsung C3730C,Samsung,C3730C,2012-01-01,2012.0,2.2,,3.0,,Yes,No,Black,80.0,960.0,,99.5 g (3.49 oz),99.5,3.49
Samsung S5150 Diva folder,Samsung,S5150 Diva folder,2010-03-01,2010.0,2.2,,15.0,,Yes,No,Gray,150.0,800.0,,82.8 g (2.89 oz),82.8,2.89
Samsung C5130,Samsung,C5130,2010-01-01,2010.0,2.0,,3.0,,Yes,No,Black,100.0,1000.0,,100 g (3.53 oz),100.0,3.53
Samsung B5722,Samsung,B5722,2009-12-01,2009.0,2.8,,15.0,LED flash,Yes,No,"Dark Brown, Elegant Pink",110.0,1200.0,,105 g (3.70 oz),105.0,3.7
Samsung M3310L,Samsung,M3310L,2009-11-01,2009.0,2.1,,15.0,,"Yes, with stereo speakers",No,"Black, Red",230.0,960.0,,95.7 (3.35 oz),95.7,3.35
Samsung M3310,Samsung,M3310,2009-11-01,2009.0,2.1,,15.0,,"Yes, with stereo speakers",No,"Black, White",230.0,960.0,,95.7 (3.35 oz),95.7,3.35
Samsung A897 Mythic,Samsung,A897 Mythic,2009-11-01,2009.0,3.3,,15.0,LED flash,Yes,"Yes, A-GPS",Black,120.0,1150.0,,108 g (3.81 oz),108.0,3.81
Samsung S5500 Eco,Samsung,S5500 Eco,2009-12-01,2009.0,2.2,,2.0,,Yes,No,"Blue, Black",150.0,960.0,,95 g (3.35 oz),95.0,3.35
Samsung T139,Samsung,T139,2010-02-01,2010.0,1.4,,,,Yes,No,"Black, Gray",40.0,800.0,,84.5 g (2.96 oz),84.5,2.96
Samsung A797 Flight,Samsung,A797 Flight,2009-11-01,2009.0,2.8,,2.0,,Yes,A-GPS only; AT&T Navigator,"Burgundy red, Silver",110.0,1000.0,,136 g (4.80 oz),136.0,4.8
Samsung B3410,Samsung,B3410,2009-10-01,2009.0,2.6,,2.0,,Yes,No,Black,80.0,960.0,,113.7 g (3.99 oz),113.7,3.99
Samsung M715 T*OMNIA II,Samsung,M715 T*OMNIA II,2009-12-01,2009.0,3.7,,5.0,LED flash,Yes,"Yes, with A-GPS","Rose Black, Deep Blue",160.0,1500.0,,141 g (4.97 oz),141.0,4.97
Samsung A886 Forever,Samsung,A886 Forever,2009-12-01,2009.0,3.0,,2.0,,Yes,No,Black,120.0,1000.0,,94 g (3.32 oz),94.0,3.32
Samsung S5560 Marvel,Samsung,S5560 Marvel,2009-11-01,2009.0,3.0,,5.0,LED flash,Yes,No,"Black, Anelka edition",120.0,960.0,,96 g (3.39 oz),96.0,3.39
Samsung S5630C,Samsung,S5630C,2009-12-01,2009.0,2.8,,15.0,,Yes,No,China Red,150.0,960.0,,102.7 g (3.60 oz),102.7,3.6
Samsung I5700 Galaxy Spica,Samsung,I5700 Galaxy Spica,2009-11-01,2009.0,3.2,,15.0,,Yes,Yes,"Black, White",160.0,1500.0,,124 g (4.37 oz),124.0,4.37
Samsung E1390,Samsung,E1390,2009-09-01,2009.0,1.63,,,,"Yes, with stereo speakers",No,"Gray, Black, Blue",30.0,1000.0,,80 g (2.82 oz),80.0,2.82
Samsung E1160,Samsung,E1160,2009-09-01,2009.0,1.52,,,,"Yes, with stereo speakers",No,Red,30.0,1000.0,,79 g (2.79 oz),79.0,2.79
Samsung E2130,Samsung,E2130,2009-10-01,2009.0,1.77,,,,"Yes, with stereo speakers",No,Black,30.0,1000.0,,78 g (2.75 oz),78.0,2.75
Samsung E1130B,Samsung,E1130B,2009-10-01,2009.0,1.52,,,,Yes,No,"Gray, Orange",30.0,1000.0,,81 g (2.86 oz),81.0,2.86
Samsung T401G,Samsung,T401G,2009-12-01,2009.0,2.1,,3.0,,Yes,No,Black,40.0,,,123 g (4.34 oz),123.0,4.34
Samsung B7620 Giorgio Armani,Samsung,B7620 Giorgio Armani,2009-10-01,2009.0,3.5,,5.0,"LED flash, panorama",Yes,"Yes, with A-GPS; Route 66",Black and Bronze,280.0,1500.0,,164 g (5.78 oz),164.0,5.78
Samsung T939 Behold 2,Samsung,T939 Behold 2,2009-11-01,2009.0,3.2,,5.0,LED flash,Yes,A-GPS only; AT&T Navigator,Black,90.0,1500.0,,119.7 (4.20 oz),119.7,4.2
Samsung M8920,Samsung,M8920,,,3.3,,12.0,"Xenon flash, LED flash",Yes,"Yes, with A-GPS",Black,,1500.0,,-,,
Samsung W880 AMOLED 12M,Samsung,W880 AMOLED 12M,2009-10-01,2009.0,3.3,,12.0,"Xenon flash, LED flash",Yes,No,Black,200.0,1080.0,,145 g (5.11 oz),145.0,5.11
Samsung Vodafone 360 H1,Samsung,Vodafone 360 H1,2009-11-01,2009.0,3.5,,5.0,LED flash,Yes,"Yes, with A-GPS","Black, Silver",130.0,1500.0,,134 g (4.73 oz),134.0,4.73
Samsung Vodafone 360 M1,Samsung,Vodafone 360 M1,2009-11-01,2009.0,3.2,,15.0,,Yes,"Yes, with A-GPS","Black, White, Red",130.0,1500.0,,111 g (3.92 oz),111.0,3.92
Samsung B5310 CorbyPRO,Samsung,B5310 CorbyPRO,2009-11-01,2009.0,2.8,,15.0,video,Yes,"Yes, with A-GPS",Black,100.0,960.0,,135 g (4.76 oz),135.0,4.76
Samsung B3210 CorbyTXT,Samsung,B3210 CorbyTXT,2009-09-01,2009.0,2.2,,2.0,,Yes,No,Black,80.0,800.0,,94 g (3.32 oz),94.0,3.32
Samsung F480i,Samsung,F480i,2009-08-01,2009.0,2.8,,5.0,LED flash,Yes,No,"Black, Pink, La Fleur, Pearl White",100.0,1000.0,,106 g (3.74 oz),106.0,3.74
Samsung B7330 OmniaPRO,Samsung,B7330 OmniaPRO,2009-11-01,2009.0,2.62,,15.0,,Yes,"Yes, with A-GPS",Yes,120.0,1500.0,,111 g (3.92 oz),111.0,3.92
Samsung E1085T,Samsung,E1085T,2009-09-01,2009.0,1.43,,,,Yes,No,Black,30.0,800.0,,64.5 g (2.26 oz),64.5,2.26
Samsung E1080T,Samsung,E1080T,2009-09-01,2009.0,1.43,,,,Yes,No,Black,30.0,800.0,,64.5 g (2.26 oz),64.5,2.26
Samsung S5510,Samsung,S5510,2009-10-01,2009.0,2.1,,15.0,,Yes,No,"Noir Black, Ruby Red",110.0,800.0,,88 g (3.10 oz),88.0,3.1
Samsung S5230W Star WiFi,Samsung,S5230W Star WiFi,2009-09-01,2009.0,3.0,,15.0,,Yes,No,"Black, Silver, White, Pink",90.0,1000.0,,92 g (3.25 oz),92.0,3.25
Samsung S7550 Blue Earth,Samsung,S7550 Blue Earth,2009-11-01,2009.0,3.0,,15.0,,Yes,"Yes, with A-GPS",Blue,110.0,,,119 g (4.20 oz),119.0,4.2
Samsung S3650 Corby,Samsung,S3650 Corby,2009-09-01,2009.0,2.8,,2.0,,Yes,No,"Jamaican Yellow, Cupid Pink, Minimal White, and Festival Orange; 2 Fashion Jackets",80.0,960.0,,90 g (3.17 oz),90.0,3.17
Samsung C5030,Samsung,C5030,,,2.8,,2.0,,Yes,No,White,,,,-,,
Samsung T659 Scarlet,Samsung,T659 Scarlet,2009-10-01,2009.0,,,2.0,,Yes,No,Gray,50.0,800.0,,93.6 g (3.28 oz),93.6,3.28
Samsung B3310,Samsung,B3310,2009-09-01,2009.0,2.0,,2.0,,Yes,No,"Black, Pink, Blue, Green",70.0,800.0,,101 g (3.56 oz),101.0,3.56
Samsung C3212,Samsung,C3212,2009-09-01,2009.0,2.0,,,,Yes,No,Black,100.0,1000.0,,92 g (3.25 oz),92.0,3.25
Samsung U450 DoubleTake,Samsung,U450 DoubleTake,2009-07-01,2009.0,2.1,,3.0,,Yes,No,"Black, Red",50.0,960.0,,100 g (3.53 oz),100.0,3.53
Samsung i220 Code,Samsung,i220 Code,2010-07-01,2010.0,2.4,,2.0,,Yes,"Yes, with A-GPS",Black,70.0,1440.0,,105 g (3.70 oz),105.0,3.7
Samsung R860 Caliber,Samsung,R860 Caliber,2010-02-01,2010.0,2.6,,15.0,LED flash,Yes,"Yes, with A-GPS",Black,80.0,1080.0,,106 g (3.74 oz),106.0,3.74
Samsung R520 Trill,Samsung,R520 Trill,2009-10-01,2009.0,2.2,,3.0,,Yes,No,"Black, Blue",100.0,880.0,,97 g (3.42 oz),97.0,3.42
Samsung M900 Moment,Samsung,M900 Moment,2009-11-01,2009.0,3.2,,15.0,LED flash,Yes,"Yes, with A-GPS",Black,120.0,1440.0,,161 g (5.68 oz),161.0,5.68
Samsung i350 Intrepid,Samsung,i350 Intrepid,2009-10-01,2009.0,2.55,,15.0,,Yes,"Yes, with A-GPS",Black,40.0,1480.0,,91 g (3.21 oz),91.0,3.21
