id,brand,model,date,year,display_size_inches,internal_memory_in_gb,primary_camera_mega_pixel,primary_camera,loud_speaker,gps,colors,approx_price_eur,battery_mah,ram_in_gb,weight,weight_g,weight_oz
Ulefone Note 8P,Ulefone,Note 8P,2020-06-01,2020.0,5.5,16.0,8.0,"LED flash, HDR",Yes,"Yes, with A-GPS","Black, Amber Sunrise, Midnight Green",70.0,2700.0,2.0,153 g (5.40 oz),153.0,5.4
Ulefone Armor X7 Pro,Ulefone,Armor X7 Pro,2020-06-01,2020.0,5.0,32.0,13.0,Dual-LED flash,Yes,"Yes, with A-GPS, GLONASS, GALILEO","Black, Orange",110.0,4000.0,4.0,234 g (8.25 oz),234.0,8.25
Ulefone Armor 7E,Ulefone,Armor 7E,2020-03-01,2020.0,6.3,128.0,48.0,"5-LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS",Black,299.99,5500.0,4.0,290 g (10.23 oz),290.0,10.23
Ulefone Armor X7,Ulefone,Armor X7,2020-03-01,2020.0,5.0,16.0,13.0,Dual-LED flash,Yes,"Yes, with A-GPS, GLONASS, GALILEO","Black, Orange",80.0,4000.0,2.0,234 g (8.25 oz),234.0,8.25
Ulefone Armor 7,Ulefone,Armor 7,2019-10-01,2019.0,6.3,128.0,48.0,"5-LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS",Black,449.99,5500.0,8.0,290 g (10.23 oz),290.0,10.23
Ulefone Armor X6,Ulefone,Armor X6,2019-12-01,2019.0,5.0,16.0,8.0,Dual-LED flash,Yes,"Yes, with A-GPS",Black,,4000.0,2.0,223.8 g (7.90 oz),223.8,7.9
Ulefone Armor 6S,Ulefone,Armor 6S,2019-10-01,2019.0,6.2,128.0,16.0,"Dual-LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS",Black/Red,,5000.0,6.0,270 g (9.52 oz),270.0,9.52
Ulefone Armor 3W,Ulefone,Armor 3W,2019-09-01,2019.0,5.7,64.0,21.0,"Dual-LED dual-tone flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS",Black/Orange,,10300.0,6.0,365 g (12.87 oz),365.0,12.87
Ulefone Armor 3WT,Ulefone,Armor 3WT,2019-09-01,2019.0,5.7,64.0,21.0,"Dual-LED dual-tone flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS",Black,,10300.0,6.0,373.7 g (13.33 oz),373.7,13.33
Ulefone Armor X5,Ulefone,Armor X5,2019-12-01,2019.0,5.5,32.0,13.0,Dual-LED flash,Yes,"Yes, with A-GPS, GLONASS","Black, Red, Orange",,5000.0,3.0,223.8 g (7.90 oz),223.8,7.9
Ulefone T2,Ulefone,T2,2019-08-01,2019.0,6.7,128.0,16.0,"Dual-LED dual-tone flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Bordeaux Red, Glacier Blue",,4200.0,6.0,197.2 g (6.95 oz),197.2,6.95
Ulefone Armor X3,Ulefone,Armor X3,2019-07-01,2019.0,5.5,32.0,8.0,Dual-LED flash,Yes,"Yes, with A-GPS","Black, Red, Silver",,5000.0,2.0,235 g (8.29 oz),235.0,8.29
Ulefone Armor 5S,Ulefone,Armor 5S,2019-07-01,2019.0,5.85,64.0,13.0,"Dual-LED dual-tone flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS",Black,,5000.0,4.0,228 g (8.04 oz),228.0,8.04
Ulefone Armor 6E,Ulefone,Armor 6E,2019-05-01,2019.0,6.2,64.0,16.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Black, Red",,5000.0,4.0,267.5 g (9.45 oz),267.5,9.45
Ulefone Note 7P,Ulefone,Note 7P,2019-05-01,2019.0,6.1,32.0,8.0,"LED flash, HDR",Yes,"Yes, with A-GPS, GLONASS","Black, Gold, Twilight",,3500.0,3.0,178.8 g (6.31 oz),178.8,6.31
Ulefone S11,Ulefone,S11,2019-04-01,2019.0,6.1,32.0,8.0,"LED flash, HDR",Yes,"Yes, with A-GPS","Black, Gold, Twilight",,3500.0,3.0,177.5 g (6.28 oz),177.5,6.28
Ulefone Note 7,Ulefone,Note 7,2019-04-01,2019.0,6.1,32.0,8.0,"LED flash, HDR",Yes,"Yes, with A-GPS","Black, Gold, Twilight",,3500.0,3.0,177.5 g (6.28 oz),177.5,6.28
Ulefone Armor X2,Ulefone,Armor X2,2018-12-01,2018.0,5.5,16.0,8.0,"Dual-LED flash, HDR",Yes,"Yes, with A-GPS","Dark Gray, Rose Gold",,5500.0,2.0,256 g (9.03 oz),256.0,9.03
Ulefone S1,Ulefone,S1,2018-08-01,2018.0,5.5,8.0,5.0,"LED flash, HDR",Yes,"Yes, with A-GPS","Gold, Black",,3000.0,1.0,183 g (6.46 oz),183.0,6.46
Ulefone Armor X,Ulefone,Armor X,2018-04-01,2018.0,5.5,16.0,8.0,"Dual-LED flash, HDR",Yes,"Yes, with A-GPS","Dark Gray, Rose Gold",,5500.0,2.0,256 g (9.03 oz),256.0,9.03
Ulefone Armor 2,Ulefone,Armor 2,2017-08-01,2017.0,5.0,64.0,16.0,"Dual-LED dual-tone flash, HDR",Yes,"Yes, with A-GPS, GLONASS","Gray, Gold",,4700.0,6.0,270 g (9.52 oz),270.0,9.52
Ulefone T2 Pro,Ulefone,T2 Pro,2018-02-01,2018.0,6.7,128.0,21.0,"Dual-LED flash, HDR, panorama",Yes,"Yes, with A-GPS","Black, Gold",300.0,5000.0,8.0,159 g (5.61 oz),159.0,5.61
Unnecto Quattro Z,Unnecto,Quattro Z,2014-06-01,2014.0,4.0,4.0,8.0,LED flash,Yes,"Yes, with A-GPS","Black, White, Blue",,1500.0,0.4980544747081712,110 g (3.88 oz),110.0,3.88
Unnecto Drone Z,Unnecto,Drone Z,2014-06-01,2014.0,3.5,0.4980544747081712,15.0,,Yes,"Yes, with A-GPS","Black, White, Grey",,1200.0,0.2490272373540856,100 g (3.53 oz),100.0,3.53
Unnecto Drone,Unnecto,Drone,2012-04-01,2012.0,3.2,4.0,2.0,LED flash,Yes,No,"Black/black, black/silver, black/white",,800.0,2.0,117 g (4.13 oz),117.0,4.13
Vertu Ascent Ti Damascus Steel,Vertu,Ascent Ti Damascus Steel,2009-09-01,2009.0,2.0,4.0,15.0,LED flash,"Yes, with stereo speakers",No,V1,,950.0,,160 g (5.64 oz),160.0,5.64
vivo V19 Neo,vivo,V19 Neo,2020-06-01,2020.0,6.44,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Admiral Blue, Crystal White",320.0,4500.0,8.0,176 g (6.21 oz),176.0,6.21
vivo Z5x (2020),vivo,Z5x (2020),2020-06-01,2020.0,6.53,64.0,16.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Black, Blue, White, Dark Blue",160.0,5000.0,4.0,204.1 g (7.20 oz),204.1,7.2
vivo X50 Pro+,vivo,X50 Pro+,2020-07-01,2020.0,6.56,128.0,50.0,"Dual-LED dual-tone flash, HDR, panorama",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO","Blue, Brown",630.0,4315.0,8.0,181.5 g (6.42 oz),181.5,6.42
vivo X50 Pro,vivo,X50 Pro,2020-06-01,2020.0,6.56,128.0,48.0,"Dual-LED dual-tone flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Dark Blue, Light Blue",,4315.0,8.0,181.5 g (6.42 oz),181.5,6.42
vivo Y70s,vivo,Y70s,2020-06-01,2020.0,6.53,128.0,48.0,"LED flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS, GLONASS, BDS, GALILEO","Black, Blue, White",,4500.0,8.0,190 g (6.70 oz),190.0,6.7
vivo iQOO Z1,vivo,iQOO Z1,2020-06-01,2020.0,6.57,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS, GALILEO","Galaxy Silver, Space blue",,4500.0,6.0,195 g (6.88 oz),195.0,6.88
vivo X50 Lite,vivo,X50 Lite,2020-05-01,2020.0,6.38,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Nebula Blue, Jade Black",300.0,4500.0,8.0,190.2 g (6.70 oz),190.2,6.7
vivo Y30,vivo,Y30,2020-05-01,2020.0,6.47,128.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Dazzle Blue, Moonstone White",190.0,5000.0,4.0,197 g (6.95 oz),197.0,6.95
vivo iQOO Neo3 5G,vivo,iQOO Neo3 5G,2020-04-01,2020.0,6.57,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS, GALILEO","Blue, Black/Dark Blue",350.0,4500.0,6.0,198.1 g (6.98 oz),198.1,6.98
vivo Y50,vivo,Y50,2020-04-01,2020.0,6.53,128.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO","Starry Black, Iris Blue, Iris Blue, Pearl White",,5000.0,8.0,197 g (6.95 oz),197.0,6.95
vivo V19,vivo,V19,2020-04-01,2020.0,6.44,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Mystic Silver/Sleek Silver, Piano Black/Gleam Black",,4500.0,8.0,186.5 g (6.60 oz),186.5,6.6
vivo S6 5G,vivo,S6 5G,2020-04-01,2020.0,6.44,128.0,48.0,"Dual-LED dual-tone flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Black, Blue, White/Blue, Streamer Secret",,4500.0,8.0,181 g (6.38 oz),181.0,6.38
vivo NEX 3S 5G,vivo,NEX 3S 5G,2020-03-01,2020.0,6.89,256.0,64.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Black, Blue, Orange",630.0,4500.0,8.0,219.5 g (7.76 oz),219.5,7.76
vivo V19 (Indonesia),vivo,V19 (Indonesia),2020-03-01,2020.0,6.44,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Arctic Blue, Crystal White",270.0,4500.0,8.0,176 g (6.21 oz),176.0,6.21
vivo Z6 5G,vivo,Z6 5G,2020-02-01,2020.0,6.57,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Ice Age, Interstellar Silver, Aurora Black",,5000.0,6.0,201 g (7.09 oz),201.0,7.09
vivo iQOO 3 5G,vivo,iQOO 3 5G,2020-03-01,2020.0,6.44,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS, GALILEO","Volcano Orange, Tornado Black, Quantum Silver",,4400.0,6.0,214.5 g (7.58 oz),214.5,7.58
vivo X30 Pro,vivo,X30 Pro,2019-12-01,2019.0,6.44,128.0,64.0,"Dual-LED dual-tone flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Black, Peach, Light Blue",,4350.0,8.0,198.5 g (7.02 oz),198.5,7.02
vivo X30,vivo,X30,2019-12-01,2019.0,6.44,128.0,64.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Black, Peach, Light Blue, Rainbow Shadow",420.0,4350.0,8.0,196.5 g (6.95 oz),196.5,6.95
vivo V17,vivo,V17,2019-12-01,2019.0,6.44,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Admiral Blue, Glacier Ice White, Midnight Ocean Black",,4500.0,8.0,176 g (6.21 oz),176.0,6.21
vivo iQOO Neo 855 Racing,vivo,iQOO Neo 855 Racing,2019-12-01,2019.0,6.38,128.0,12.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS, GALILEO","Iceland Aurora, Carbon Black, Light Mint",330.0,4500.0,8.0,198.5 g (7.02 oz),198.5,7.02
vivo Z5i,vivo,Z5i,2019-11-01,2019.0,6.53,128.0,16.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Glazed Black, Jade Blue",230.0,5000.0,8.0,193 g (6.81 oz),193.0,6.81
vivo V17 (Russia),vivo,V17 (Russia),2019-12-01,2019.0,6.38,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Cloud Blue, Blue Fog",330.0,4500.0,8.0,186.7 g (6.60 oz),186.7,6.6
vivo S1 Pro,vivo,S1 Pro,2019-11-01,2019.0,6.38,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Knight Black, Fancy Sky",,4500.0,8.0,186.7 g (6.60 oz),186.7,6.6
vivo Y3 Standard,vivo,Y3 Standard,2019-11-01,2019.0,6.35,64.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Ink blue, Jade Red",130.0,5000.0,3.0,191.5 g (6.77 oz),191.5,6.77
vivo Y19,vivo,Y19,2019-11-01,2019.0,6.53,128.0,16.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Magnetic Black, Spring White",,5000.0,4.0,193 g (6.81 oz),193.0,6.81
vivo iQOO Neo 855,vivo,iQOO Neo 855,2019-10-01,2019.0,6.38,64.0,12.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS, GALILEO","Purple, Aurora White, Black",260.0,4500.0,6.0,198.5 g (7.02 oz),198.5,7.02
vivo Y11 (2019),vivo,Y11 (2019),2019-10-01,2019.0,6.35,32.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Coral Red, Jade Green",,5000.0,3.0,190.5 g (6.74 oz),190.5,6.74
vivo Y3 (4GB+64GB),vivo,Y3 (4GB+64GB),2019-10-01,2019.0,6.35,64.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Ink blue, Jade Red",140.0,5000.0,4.0,190 g (6.70 oz),190.0,6.7
vivo Y3,vivo,Y3,2019-05-01,2019.0,6.35,128.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, BDS","Peacock blue, Peach powder (pink), Ink blue",190.0,5000.0,4.0,190.5 g (6.70 oz),190.5,6.7
vivo NEX 3 5G,vivo,NEX 3 5G,2019-09-01,2019.0,6.89,256.0,64.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Black, Blue",730.0,4500.0,8.0,218.5 g (7.72 oz),218.5,7.72
vivo V17 Pro,vivo,V17 Pro,2019-09-01,2019.0,6.44,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Crystal Black, Crystal Sky, Midnight Ocean",,4100.0,8.0,201.8 g (7.13 oz),201.8,7.13
vivo NEX 3,vivo,NEX 3,2019-09-01,2019.0,6.89,128.0,64.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Black, Blue",640.0,4500.0,8.0,217.3 g (7.65 oz),217.3,7.65
vivo Z1x,vivo,Z1x,2019-09-01,2019.0,6.38,64.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS","Fusion Blue, Phantom Purple",,4500.0,6.0,189.6 g (6.70 oz),189.6,6.7
vivo iQOO Pro 5G,vivo,iQOO Pro 5G,2019-09-01,2019.0,6.41,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS, GALILEO","Black, Blue",500.0,4500.0,8.0,217 g (7.65 oz),217.0,7.65
vivo iQOO Pro,vivo,iQOO Pro,2019-08-01,2019.0,6.41,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS, GALILEO","Black, Blue",410.0,4500.0,8.0,215 g (7.58 oz),215.0,7.58
vivo Y90,vivo,Y90,2019-07-01,2019.0,6.22,16.0,8.0,"LED flash, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO","Black, Gold",90.0,4030.0,2.0,163.5 g (5.78 oz),163.5,5.78
vivo V17 Neo,vivo,V17 Neo,2019-08-01,2019.0,6.38,128.0,16.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Black brilliant, Blue Pearl",280.0,4500.0,6.0,179 g (6.31 oz),179.0,6.31
vivo Z1 Pro,vivo,Z1 Pro,2019-07-01,2019.0,6.53,64.0,16.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Sonic Blue, Sonic Black, Mirror Black",,5000.0,4.0,201 g (7.09 oz),201.0,7.09
vivo iQOO Neo,vivo,iQOO Neo,2019-07-01,2019.0,6.38,64.0,12.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS, GALILEO","Black, Purple",250.0,4500.0,6.0,198.5 g (7.02 oz),198.5,7.02
vivo Z5x,vivo,Z5x,2019-06-01,2019.0,6.53,64.0,16.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Black, Dark Gray, Blue",200.0,5000.0,4.0,204.1 g (7.20 oz),204.1,7.2
vivo S1 Pro (China),vivo,S1 Pro (China),2019-05-01,2019.0,6.39,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Blue, Red, Midsummer dream",310.0,3700.0,6.0,185 g (6.53 oz),185.0,6.53
vivo Z3x,vivo,Z3x,2019-05-01,2019.0,6.26,64.0,13.0,"LED flash, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Black, Red, Aurora",160.0,3260.0,4.0,150 g (5.29 oz),150.0,5.29
vivo Y17,vivo,Y17,2019-04-01,2019.0,6.35,128.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Mineral Blue, Mystic Purple, Peach Pink, Peacock Blue",230.0,5000.0,4.0,190.5 g (6.74 oz),190.5,6.74
vivo Y12,vivo,Y12,2019-06-01,2019.0,6.35,32.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Aqua Blue, Burgundy Red",,5000.0,3.0,190.5 g (6.74 oz),190.5,6.74
vivo S1 (China),vivo,S1 (China),2019-04-01,2019.0,6.53,128.0,12.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Blue, Pink, Ice black",260.0,3940.0,6.0,189.5 g (6.70 oz),189.5,6.7
vivo Y91i (India),vivo,Y91i (India),2019-03-01,2019.0,6.22,16.0,13.0,"LED flash, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Fusion Black, Sunset Red, Ocean Blue",100.0,4030.0,2.0,163.5 g (5.78 oz),163.5,5.78
vivo Y15S (2015),vivo,Y15S (2015),2015-08-01,2015.0,4.5,8.0,5.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS","White, Black",,1900.0,1.0,130 g (4.59 oz),130.0,4.59
vivo Y15 (2013),vivo,Y15 (2013),2013-01-01,2013.0,4.5,4.0,5.0,LED flash,Yes,"Yes, with A-GPS","White, Black",110.0,1900.0,0.4980544747081712,130 g (4.59 oz),130.0,4.59
VK Mobile VK4500,VK Mobile,VK4500,2005-12-01,2005.0,2.0,0.09727626459143969,3.0,,No,No,V1,,620.0,,86 g (3.03 oz),86.0,3.03
VK Mobile VK800,VK Mobile,VK800,2005-01-01,2005.0,,,3.0,,No,No,"White, Silver, Red",,720.0,,79 g (2.79 oz),79.0,2.79
Vodafone Smart V10,Vodafone,Smart V10,2019-06-01,2019.0,5.9,32.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS",Chrome Pewter,180.0,3400.0,3.0,145 g (5.11 oz),145.0,5.11
Vodafone Smart N10,Vodafone,Smart N10,2019-05-01,2019.0,5.67,16.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS",Blue Borealis,150.0,2920.0,2.0,160 g (5.64 oz),160.0,5.64
Vodafone 247 Solar,Vodafone,247 Solar,2010-05-01,2010.0,1.44,,,,Yes,No,Black,,,,-,,
Vodafone V720,Vodafone,V720,,,2.0,0.0311284046692607,3.0,,Yes,No,V1,,,,100 g (3.53 oz),100.0,3.53
Wiko Y80,Wiko,Y80,2019-04-01,2019.0,5.99,16.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS",V1,80.0,4000.0,2.0,185 g (6.53 oz),185.0,6.53
Wiko Sunny3,Wiko,Sunny3,2019-03-01,2019.0,5.0,8.0,5.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS",V1,,2000.0,0.4980544747081712,140 g (4.94 oz),140.0,4.94
Wiko View3 Pro,Wiko,View3 Pro,2019-05-01,2019.0,6.3,128.0,12.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Nightfall (Anthracite Blue/Gold), Ocean (Deep Bleen)",250.0,4000.0,6.0,184 g (6.49 oz),184.0,6.49
Wiko View3,Wiko,View3,2019-05-01,2019.0,6.26,64.0,12.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Night Blue (Anthracite Blue), Blush Gold, Electro Bleen",180.0,4000.0,3.0,178 g (6.28 oz),178.0,6.28
Wiko Sunny2 Plus,Wiko,Sunny2 Plus,2017-01-01,2017.0,5.0,8.0,5.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS",V1,,2000.0,1.0,165 g (5.82 oz),165.0,5.82
Wiko Sunny2,Wiko,Sunny2,2017-01-01,2017.0,4.0,8.0,5.0,"LED flash, panorama",Yes,"Yes, with A-GPS",V1,,1300.0,0.4980544747081712,125 g (4.41 oz),125.0,4.41
Wiko Sunny Max,Wiko,Sunny Max,2016-01-01,2016.0,4.0,8.0,5.0,"LED flash, panorama",Yes,"Yes, with A-GPS",V1,,2500.0,0.4980544747081712,149 g (5.26 oz),149.0,5.26
Xiaomi Redmi 9,Xiaomi,Redmi 9,2020-06-01,2020.0,6.53,32.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Carbon Gray, Sunset Purple, Ocean Green",130.0,5020.0,3.0,198 g (6.98 oz),198.0,6.98
Xiaomi Redmi 10X Pro 5G,Xiaomi,Redmi 10X Pro 5G,2020-06-01,2020.0,6.57,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Blue, Gold, Pink/Blue",290.0,4520.0,8.0,208 g (7.34 oz),208.0,7.34
Xiaomi Redmi 10X 5G,Xiaomi,Redmi 10X 5G,2020-06-01,2020.0,6.57,64.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Blue, Gold, Pink/Blue",200.0,4520.0,6.0,205 g (7.23 oz),205.0,7.23
Xiaomi Redmi 10X 4G,Xiaomi,Redmi 10X 4G,2020-05-01,2020.0,6.53,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Blue, Green, White",,5020.0,4.0,199 g (7.02 oz),199.0,7.02
Xiaomi Redmi K30i 5G,Xiaomi,Redmi K30i 5G,2020-06-01,2020.0,6.67,128.0,48.0,"Dual-LED flash, HDR, panorama",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO","Blue, White, Red, Purple",250.0,4800.0,6.0,-,,
Xiaomi Poco F2 Pro,Xiaomi,Poco F2 Pro,2020-05-01,2020.0,6.67,128.0,64.0,"Dual-LED dual-tone flash, HDR, panorama",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Neon Blue, Phantom White, Electric Purple, Cyber Gray",483.0,4700.0,6.0,219 g (7.72 oz),219.0,7.72
Xiaomi Redmi K30 5G Racing,Xiaomi,Redmi K30 5G Racing,2020-05-01,2020.0,6.67,128.0,64.0,"Dual-LED flash, HDR, panorama",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Mint, Blue, Red, Purple, White",260.0,4500.0,6.0,208 g (7.34 oz),208.0,7.34
Xiaomi Redmi Note 9 Pro,Xiaomi,Redmi Note 9 Pro,2020-05-01,2020.0,6.67,64.0,64.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Tropical Green, Glacier White, Interstellar Gray",248.86,5020.0,6.0,209 g (7.37 oz),209.0,7.37
Xiaomi Redmi Note 9,Xiaomi,Redmi Note 9,2020-05-01,2020.0,6.53,64.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Forest Green, Midnight Grey, Polar White",174.35,5020.0,3.0,199 g (7.02 oz),199.0,7.02
Xiaomi Mi Note 10 Lite,Xiaomi,Mi Note 10 Lite,2020-05-01,2020.0,6.47,64.0,64.0,"Quad-LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Midnight Black, Glacier White, Nebula Purple",349.0,5260.0,6.0,204 g (7.20 oz),204.0,7.2
Xiaomi Mi 10 Youth 5G,Xiaomi,Mi 10 Youth 5G,2020-05-01,2020.0,6.57,64.0,48.0,"Dual-LED flash, HDR, panorama",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Blue, White, Black, Green, Orange/Peach",,4160.0,6.0,192 g (6.77 oz),192.0,6.77
Xiaomi Mi 10 Lite 5G,Xiaomi,Mi 10 Lite 5G,2020-05-01,2020.0,6.57,64.0,48.0,"Dual-LED flash, HDR, panorama",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Aurora Blue, Cosmic Gray, Dream White",329.0,4160.0,6.0,192 g (6.77 oz),192.0,6.77
Xiaomi Redmi K30 Pro Zoom,Xiaomi,Redmi K30 Pro Zoom,2020-04-01,2020.0,6.67,128.0,64.0,"Dual-LED dual-tone flash, HDR, panorama",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Grey, Purple, White, Blue",,4700.0,8.0,218 g (7.69 oz),218.0,7.69
Xiaomi Redmi K30 Pro,Xiaomi,Redmi K30 Pro,2020-03-01,2020.0,6.67,128.0,64.0,"Dual-LED dual-tone flash, HDR, panorama",Yes,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Neon Blue, Phantom White, Electric Purple, Cyber Gray",,4700.0,6.0,218 g (7.69 oz),218.0,7.69
Xiaomi Redmi Note 9S,Xiaomi,Redmi Note 9S,2020-04-01,2020.0,6.67,64.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS","Aurora Blue, Glacier White, Interstellar Gray",189.0,5020.0,4.0,209 g (7.37 oz),209.0,7.37
Xiaomi Redmi Note 9 Pro Max,Xiaomi,Redmi Note 9 Pro Max,2020-05-01,2020.0,6.67,64.0,64.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS, NavIC","Aurora Blue, Glacier White, Interstellar Black",180.0,5020.0,6.0,209 g (7.37 oz),209.0,7.37
Xiaomi Redmi Note 9 Pro (India),Xiaomi,Redmi Note 9 Pro (India),2020-03-01,2020.0,6.67,64.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS, NavIC","Aurora Blue, Glacier White, Interstellar Black",,5020.0,4.0,209 g (7.37 oz),209.0,7.37
